video_file,pose_file
MIX2,.npy
JELLY,J.npy
SNOW2,S.npy
ERASE2,ER.npy
PIPE3,P.npy
BENEFIT,BEN.npy
EYES,.npy
GUESS2,GU.npy
DEMAND2,DEM.npy
CHURCH,CH.npy
COMPUTERMOUSE,COMPUTERM.npy
NEED,.npy
PINEAPPLE1,PINEAP.npy
BONE,.npy
CHILDREN,CHIL.npy
FRUIT,F.npy
ORDER2,OR.npy
PROBLEM2,PROB.npy
WOOD,.npy
DROP,.npy
GAME,.npy
FOREIGNER2,FOREIG.npy
APPOINTMENT,APPOINT.npy
NOW,.npy
SCROLLDOWN,SCROLL.npy
WELL,.npy
EGO,.npy
TELL,.npy
SOUTH,S.npy
GOSSIP,GO.npy
YESTERDAY,YESTE.npy
BALANCE,BAL.npy
CALL1,C.npy
AGREEMENT,AGREE.npy
DIRTY,D.npy
NO,.npy
CANOE,C.npy
TEST,.npy
TEETH,T.npy
KID,.npy
GIRL,.npy
BOAT,.npy
EASY,.npy
SCHOOL,SC.npy
IDEA,.npy
THERMOMETER,THERMOM.npy
LETKNOW,LET.npy
PREACHER,PREA.npy
MEET,.npy
ZIPPER,ZI.npy
MATCH,M.npy
FAUCET,FA.npy
ROLLERBLADING,ROLLERBLA.npy
FORFEIT,FOR.npy
NEWSPAPER,NEWSP.npy
GOD,.npy
LEAF1,L.npy
FRIEND,FR.npy
FULL,.npy
WIFE,.npy
CRAZY,C.npy
DRAW,.npy
CAR,.npy
FRANCE,FR.npy
AMAZING,AMA.npy
BEAT,.npy
TOOTHBRUSH,TOOTHB.npy
EXCUSE,EX.npy
REVENGE,REV.npy
DOWNSIZE2,DOWNS.npy
LESSON,LE.npy
SARCASTIC,SARCA.npy
YUCKY,Y.npy
PLUG1,P.npy
SUSPENDERS2,SUSPEND.npy
NUT1,.npy
AVOID,A.npy
FEDUP,F.npy
BYE,.npy
END,.npy
CAROUSEL,CARO.npy
GERMANY,GER.npy
LETMESEE,LETM.npy
NIECE,N.npy
BUT,.npy
BUDGET,BU.npy
COOK,.npy
GLOW,.npy
SEQUENCE,SEQU.npy
ROCKET1,ROC.npy
WASH1,W.npy
SPONTANEOUS,SPONTAN.npy
FACE,.npy
TICKET,TI.npy
MOST,.npy
FREEDOM,FRE.npy
CUT,.npy
BUSY,.npy
CHIMNEY,CHI.npy
HAIRCLIPPER,HAIRCLI.npy
LOLLIPOP,LOLL.npy
DEPRESS,DEP.npy
HOP,.npy
FLOAT3,FL.npy
FINS,.npy
PROOF,P.npy
DISRUPT,DIS.npy
CAMERAMAN,CAMER.npy
DRIVE,D.npy
BEANS,B.npy
PIZZA2,PI.npy
SHARE,S.npy
SLAVE,S.npy
INTUITIVE,INTUI.npy
ON,.npy
TRUTH,T.npy
VANILLA,VAN.npy
COST,.npy
ROOF,.npy
SNEAKADVENTURE,SNEAKADVEN.npy
LOUSY,L.npy
FUNNY,F.npy
SKIN,.npy
HIT1,.npy
LOOKFORWARD,LOOKFOR.npy
SWIM1,S.npy
HEADGRIND,HEADG.npy
GOAL,.npy
OUTSIDE,OUT.npy
ORANGETHROAT,ORANGETH.npy
ORANGEEYES,ORANGE.npy
ANSWER,AN.npy
DECLINE,DEC.npy
DISCUSS,DIS.npy
PEAS1,P.npy
ROBOT,R.npy
MELT,.npy
EDGE,.npy
SUCK,.npy
ROUGH,R.npy
EASEL,E.npy
PET1,.npy
SIGNATURE,SIGNA.npy
GRAY,.npy
HEAVY,H.npy
GLUE1,G.npy
HURDLE/TRIP2,T.npy
CLIMBLADDER,CLIMBLA.npy
SNAP,.npy
ISOLATED,ISOL.npy
PEAS2,P.npy
BEAVER,BE.npy
MAILMAN,MAI.npy
BET,.npy
DISTRACTED,DISTRA.npy
FREEZE,FR.npy
WILL,.npy
MEMBER,ME.npy
BEST,.npy
BAT2,.npy
MURDER,MU.npy
LIKE,.npy
OVER,.npy
PENIS,P.npy
DYE,.npy
DRY,.npy
DICTIONARY,DICTIO.npy
GUILLOTINE2,GUILLOT.npy
TAN,.npy
THINKCONNECT,THINKCON.npy
THEY1,T.npy
THUNDER,THU.npy
REDFACED,REDF.npy
FAN,.npy
QTIP,.npy
SCARMEMORY,SCARME.npy
LIMITED,LIM.npy
SHAKE2,SH.npy
SIGNINGFLUENTLY,SIGNINGFLUE.npy
STARE,S.npy
THOUGHTDISAPPEAR,THOUGHTDISAP.npy
RECORD,RE.npy
EVERYTHING,EVERYT.npy
NOTUSEDTO,NOTUS.npy
SO,.npy
STADIUM,STA.npy
THINKPENETRATE,THINKPENET.npy
MAID,.npy
BACKPACK2,BACKP.npy
CHOKE,C.npy
GREENBEANS,GREENB.npy
TOGETHER,TOGE.npy
VAIN,.npy
COMPASS,COM.npy
GARLIC,GA.npy
NERVE,N.npy
BOW2,.npy
FRAME,F.npy
INSPIRE,INS.npy
FOLLOW2,FOL.npy
CLAW,.npy
RULER,R.npy
HAHA,.npy
GOATEE,GO.npy
IF,.npy
STAMP1,ST.npy
SPREAD1,SPR.npy
STRAW,S.npy
STRONG,ST.npy
PUTASIDE,PUTA.npy
WISE,.npy
TEMPORARY,TEMPO.npy
SMOKE,S.npy
REFUSE,RE.npy
STRUCTURE,STRUC.npy
VOCABULARY,VOCABU.npy
FILLOUT,FIL.npy
GOBACKANDFORTH,GOBACKANDF.npy
TENDENCY,TEND.npy
SPECIAL2,SPEC.npy
BANDAID1,BAND.npy
WEIRD,W.npy
PUBLIC,PU.npy
PERSPECTIVE,PERSPEC.npy
DONTNEED,DONT.npy
CHEERLEADER1,CHEERLEA.npy
REALLYINTO,REALLY.npy
STIMULATE,STIMU.npy
SCOUT,S.npy
TALK2,T.npy
BOTHER,BO.npy
LESBIAN,LES.npy
SOW,.npy
SWEAT,S.npy
GETOFF,GE.npy
CAUGHT,CA.npy
SURGERY,SUR.npy
BLANK,B.npy
BRICK,B.npy
KINDERGARTEN,KINDERGA.npy
PHILADELPHIA,PHILADEL.npy
FROMTHENON,FROMTH.npy
INFECTION,INFEC.npy
COMEHERE,COME.npy
TWOOFUS,TWO.npy
SENIORCITIZEN,SENIORCIT.npy
KEEP,.npy
NEGATIVE,NEGA.npy
SHOOT1,SH.npy
CRANKY,CR.npy
AFTERNOON,AFTER.npy
ERUPT1,ER.npy
PASS,.npy
VALIDATE,VALI.npy
STRANGLE,STRA.npy
SOON2,S.npy
CONFUSED1,CONFU.npy
HOWL,.npy
DRAG1,D.npy
REMEMBER1,REMEM.npy
WORKSHOP,WORK.npy
BOUNCE,BO.npy
PARALLEL,PARA.npy
ROOMMATE,ROOM.npy
STRUGGLE,STRU.npy
BOSTON,BO.npy
DILEMMA,DIL.npy
HANDSOME3,HANDS.npy
FRIENDSNOMORE1,FRIENDSNOM.npy
SUPERVISE,SUPER.npy
PRODUCESIGN,PRODUCE.npy
SLICE2,SL.npy
MARCH,M.npy
ATHLETE,ATH.npy
DESIGN,DE.npy
PUNCHFACE,PUNCH.npy
SANDWICH2,SANDW.npy
MEDITATE2,MEDIT.npy
ITCH,.npy
FISHING2,FISH.npy
RESPECT,RES.npy
POLISH,PO.npy
DIP2,.npy
BOARD,B.npy
SNAPSTICK,SNAPS.npy
AGAIN,A.npy
TASTE,T.npy
CHERISH,CHE.npy
HIT2,.npy
LOCKER,LO.npy
POSITIVE,POSI.npy
FORMER,FO.npy
BOW3,.npy
CONFLICT,CONF.npy
CAT2,.npy
WRAPUP2,WRA.npy
REMIND,RE.npy
GREET2,GR.npy
LONGTIME,LONG.npy
DROWN1,DR.npy
FACULTY,FAC.npy
TABLET,TA.npy
FOLLOW3,FOL.npy
TRIPLE,TR.npy
SWEET,S.npy
MAKEBELIEVE,MAKEBEL.npy
ROAR1,R.npy
INCREDIBLE,INCRED.npy
FIREMAN2,FIRE.npy
SELL,.npy
RESENT,RE.npy
BOOTS1,BO.npy
FOCUS,F.npy
EXPERT,EX.npy
RHINO1,RH.npy
MAGNET1,MAG.npy
BLEED,B.npy
POOR,.npy
DEVELOP1,DEVE.npy
KISS2,K.npy
IPHONE,IP.npy
HALFHOUR,HALF.npy
SUNBATHE1,SUNBA.npy
REPLACE,REP.npy
KICK1,K.npy
GRAPES2,GRA.npy
DROWN2,DR.npy
CONDUCT1,COND.npy
GRANDMOTHER,GRANDMO.npy
FILE1,F.npy
STETHOSCOPE4,STETHOSC.npy
BRA2,.npy
CARROT3,CAR.npy
BALL,.npy
VILLAGE,VIL.npy
FURNITURE,FURNI.npy
WITH,.npy
EARTH,E.npy
TOW1,.npy
BOOTS2,BO.npy
CARVE,C.npy
DOG3,.npy
CANADA,CA.npy
CHEW3,C.npy
SLICE4,SL.npy
BLOWCANDLE1,BLOWCAN.npy
LEAF2,L.npy
NURSE,N.npy
THROW1,TH.npy
CHEW2MOUTH,CHEW2M.npy
SWEATER1,SWEA.npy
JACKET3,JAC.npy
FINALLY,FIN.npy
GLOVES3,GLO.npy
CHEAT2,CH.npy
HELICOPTER1,HELICOP.npy
DOLPHIN2,DOLP.npy
CROSS2,CR.npy
YEAH,.npy
ENVELOPE4,ENVEL.npy
ARRIVE,AR.npy
CAUSE,C.npy
RUNFAUCET,RUNFA.npy
STRETCH1,STRE.npy
FILE2,F.npy
DUCK1,D.npy
PET2,.npy
SIGNLANGUAGE,SIGNLANG.npy
GUN1,.npy
LIGHTCANDLE,LIGHTCA.npy
FRENCH,FR.npy
PARACHUTE2,PARACH.npy
CLOCK2,CL.npy
RUSSIA,RU.npy
TV,.npy
MAGIC,M.npy
WHATFOR3,WHAT.npy
LINE,.npy
CAPTION,CAP.npy
ENJOY,E.npy
WANT2,W.npy
DART,.npy
SURE,.npy
CORKSCREW1,CORKSC.npy
RACECARTRACK,RACECART.npy
PECK,.npy
STRETCH-CA,STRETC.npy
TRIM2,T.npy
DIP3,.npy
ENVELOPE5,ENVEL.npy
CALENDAR2,CALEN.npy
KNITTING2,KNITT.npy
EAGLE1,EA.npy
LOBSTER2,LOBS.npy
CANDLE,CA.npy
CONDUCT2,COND.npy
SANDWICH3,SANDW.npy
NECKLACE2,NECKL.npy
SWIM2,S.npy
BUN,.npy
TEAR,.npy
SECRET,SE.npy
HOUSE,H.npy
DOLL,.npy
TANKTOP,TAN.npy
HAIRCUT,HAI.npy
ADULT,A.npy
JUGGLE,JU.npy
ORAL,.npy
SCAN,.npy
HOTCOMPETITION,HOTCOMPETI.npy
CORKSCREW2,CORKSC.npy
THEY2,T.npy
BICYCLE,BIC.npy
STEAK,S.npy
THIRSTY,THI.npy
SMOKING,SMO.npy
PATIENT3,PATI.npy
DROWN3,DR.npy
PAINT,P.npy
STOCKINGS,STOCK.npy
LOCK2,L.npy
EAR,.npy
PERSISTENT,PERSIS.npy
FEBRUARY,FEBR.npy
TROPHY,TR.npy
HEAR1,H.npy
STAND2,ST.npy
LESS,.npy
DICE,.npy
YOUNG,Y.npy
IMPACT,IM.npy
INTERPRETER,INTERPR.npy
EAGLE2,EA.npy
RELAX1,RE.npy
PRINCE,PR.npy
STUCK,S.npy
OHISEE,OH.npy
RAT,.npy
SHAME,S.npy
OFFHAND,OFF.npy
POP2,.npy
CIRCLE,CI.npy
GLASS2,GL.npy
PEANUTBUTTER,PEANUTBU.npy
BELT2,B.npy
TODAY,T.npy
OPENBOOK,OPEN.npy
USE,.npy
WEIGHT,WE.npy
CHARGECARD,CHARGE.npy
NAVEL,N.npy
SHARK2,SH.npy
HANDSOME4,HANDS.npy
ROCKET2,ROC.npy
OPENWALLET,OPENWA.npy
BIND,.npy
CAPE,.npy
BULLDOZER,BULLD.npy
IMMERSE,IMM.npy
TAKEOFF1,TAKE.npy
DELINQUENT,DELINQ.npy
UNIQUE,UN.npy
BEG,.npy
FIRETRUCK,FIRET.npy
CLAUSE,CL.npy
WHITE,W.npy
PUT,.npy
SUPPORT1,SUPP.npy
CLUELESS,CLUE.npy
TWINS1,TW.npy
WASHFACE1,WASHF.npy
PLAIN,P.npy
HEARTTOUCH,HEARTT.npy
FREE,.npy
CANCER1,CAN.npy
SLED1,S.npy
CAMEL,C.npy
TOAGOAL,TOA.npy
KNOCK,K.npy
BOW4,.npy
BRAILLE,BRA.npy
RUNOUTOF,RUNO.npy
FENCING,FEN.npy
DESSERT,DES.npy
MUSCLE,MU.npy
SLIDE1,SL.npy
HIGHHEELS,HIGHH.npy
ECLIPSE,ECL.npy
BUTTONS,BUT.npy
GUM,.npy
RACE,.npy
LICK2,L.npy
OPERATEMACHINE,OPERATEMAC.npy
LIPS,.npy
RUIN,.npy
UNICORN,UNI.npy
BACKYARD,BACK.npy
KISSONCHEEK,KISSONC.npy
BUFFALO,BUF.npy
SHOULD,SH.npy
PINON,P.npy
CURIOUS,CUR.npy
NAIL,.npy
MELON,M.npy
FIX,.npy
ARGUE,A.npy
SEVEN,S.npy
DININGROOM,DINING.npy
VAGINA,VA.npy
HOLD1,H.npy
REFRIGERATOR,REFRIGER.npy
TAPE,.npy
MICROPHONE,MICROP.npy
NEXTTO,NE.npy
ARCHEOLOGY,ARCHEO.npy
OCEAN,O.npy
RIDE2,R.npy
PERMISSION,PERMIS.npy
CONVINCE1,CONVI.npy
HALF,.npy
SOUR,.npy
WEEKEND,WEE.npy
VISUALIZE,VISUA.npy
SCORE,S.npy
STAMP2,ST.npy
NEWSTOME,NEWS.npy
FENCE1,FE.npy
IMMATURE,IMMA.npy
BACKUP,BA.npy
THINKEXPAND,THINKEX.npy
DOCUMENT,DOCU.npy
DREADLOCKS,DREADL.npy
PROGRAM,PRO.npy
VERY,.npy
SAXOPHONE,SAXOP.npy
BUSTED,BU.npy
HANDSOFF,HAND.npy
TIMEPROGRESS,TIMEPROG.npy
RESIST,RE.npy
SOUND,S.npy
SIREN,S.npy
DUTY,.npy
MEMORIZE,MEMO.npy
PROTEST,PRO.npy
BOIL2,B.npy
ONEMORE1,ONEM.npy
SPILL1,SP.npy
SELF,.npy
ESCALATE,ESCA.npy
DEVELOP2,DEVE.npy
TOP,.npy
TOW2,.npy
AREA,.npy
PHILOSOPHY,PHILOS.npy
SHARP1,SH.npy
HOLY,.npy
WHILE,W.npy
FINGERSCROSSED,FINGERSCRO.npy
QUARTER,QUA.npy
STUDY,S.npy
HONGKONG,HONG.npy
COACH,C.npy
DIZZY,D.npy
ENVIRONMENT,ENVIRON.npy
CONVINCE2,CONVI.npy
CANNON,CA.npy
PAIR,.npy
BLINK,B.npy
NAVY,.npy
REACT,R.npy
PHOTOGRAPHY,PHOTOGR.npy
UNAWARE,UNA.npy
SAVEMONEY,SAVEM.npy
HEADBACK,HEAD.npy
CATCH1,CA.npy
W.H.A.T,W.H.npy
CALM,.npy
ICE,.npy
DOWN,.npy
OPINION1,OPIN.npy
BASKET2,BAS.npy
LINGUISTICS,LINGUIS.npy
STEAM,S.npy
CRASH,C.npy
ALLTOGETHER,ALLTOGE.npy
BURN,.npy
SPECIALIST,SPECIA.npy
LOAD1,L.npy
SINGLEOUT,SINGL.npy
WASHFACE2,WASHF.npy
VIDEOGAME,VIDEO.npy
STACK3,ST.npy
BASKETBALL2,BASKETB.npy
MODEL1,MO.npy
SAMETIME,SAME.npy
NOTATHING,NOTAT.npy
OFTEN,O.npy
HOSPITAL2,HOSPI.npy
GREAT,G.npy
NOTHINGATALL,NOTHINGA.npy
CALIFORNIA,CALIFO.npy
ADMIRE,AD.npy
CARRY,C.npy
TWOWEEKS,TWOW.npy
NEXTYEAR,NEXT.npy
GOTCHA,GO.npy
ONCE,.npy
FLIP,.npy
AGAINST,AGA.npy
WITHOUT,WIT.npy
DEALCARDS,DEALC.npy
ROLE,.npy
GRIND,G.npy
FILE3,F.npy
US,.npy
SEESEE,SE.npy
BASKETBALL3,BASKETB.npy
ARIZONA,ARI.npy
MINE,.npy
MAINSTREAM,MAINST.npy
HAWAII,HA.npy
PLUG2,P.npy
COMMITTEE,COMMI.npy
SHOULDER2,SHOUL.npy
BLUR,.npy
DROWN4,DR.npy
CRY2,.npy
BRIDGE2,BRI.npy
CRUMPLE,CRU.npy
BURY2,B.npy
TIE2,.npy
HOODIE1,HOO.npy
HIPPO2,HI.npy
TURKEY2,TUR.npy
CITY2,C.npy
THROW2,TH.npy
SPREAD2,SPR.npy
TOW3,.npy
BURY3,B.npy
AWARD,A.npy
STRETCH2,STRE.npy
HOLD2,H.npy
BANANA3,BAN.npy
IDENTITY,IDEN.npy
DOLPHIN3,DOLP.npy
SUNRISE,SUN.npy
GLOVES4,GLO.npy
ARM3,.npy
COMB1,C.npy
GROUP,G.npy
BITEONARM,BITEO.npy
CASTLE3,CAS.npy
HAT2,.npy
POPULAR,POP.npy
DEPARTMENT,DEPART.npy
FORK1,F.npy
WRESTLE,WRE.npy
WEAK,.npy
FOUL,.npy
ONEMORE2,ONEM.npy
INDIAN,IN.npy
TWIRL,T.npy
QM,.npy
POINTINDEX,POINTI.npy
SLIP2,S.npy
CALL2,C.npy
MEDICINE,MEDI.npy
MIX3,.npy
GO,.npy
SHOOT2,SH.npy
FORK2,F.npy
TINY,.npy
FENCE2,FE.npy
ALL,.npy
COINS,C.npy
ALLOVER,ALL.npy
WHISTLE2,WHIS.npy
MILK2,M.npy
TRIANGLE,TRIA.npy
CAT3,.npy
GETINBED,GETI.npy
POLICEMAN2,POLICE.npy
CAKE,.npy
STRAIN1,STR.npy
EARN,.npy
SKUNK,S.npy
SNAIL,S.npy
CELERY,CE.npy
NEEDLE,NE.npy
SHARPEN1,SHAR.npy
KICK2,K.npy
TICKLE,TI.npy
SAIL2,S.npy
SHARPEN2,SHAR.npy
RABBIT2,RAB.npy
KNIGHT3,KNI.npy
PENNY,P.npy
COPY,.npy
8HOUR,8.npy
COMB2,C.npy
SHAVE4,SH.npy
DUCK2,D.npy
KNIGHT4,KNI.npy
MOUTH,M.npy
MEAT1,M.npy
NUT2,.npy
VLOG,.npy
RABBIT2,RAB.npy
RESTALLDAY,RESTAL.npy
PENNY,P.npy
BLINDS2,BLI.npy
METAL,M.npy
CHEER,C.npy
GRAMMAR,GRA.npy
RIGHT3,RI.npy
COPY,.npy
DOWNLOAD,DOWN.npy
TEACH1,TE.npy
8HOUR,8.npy
FINE2,F.npy
COMB2,C.npy
VOICE,V.npy
HOW1,.npy
SWEATER2,SWEA.npy
WALK-TIGHTROPE-CL,WALK-TIGHTROP.npy
BABY2,B.npy
MYSELF,MY.npy
DUCK2,D.npy
SLIDE2,SL.npy
OFFEND,OF.npy
SHOCKED,SHO.npy
MOUTH,M.npy
DECORATE1,DECOR.npy
PEG1,.npy
LONGLINE,LONG.npy
ENOUGH,EN.npy
MEAT1,M.npy
UNCLE,U.npy
RHINO2,RH.npy
VLOG,.npy
SKI,.npy
RESTALLDAY,RESTAL.npy
HELICOPTER2,HELICOP.npy
DECIDE2,DEC.npy
METAL,M.npy
PEG2,.npy
ERUPT2,ER.npy
VOMIT,V.npy
TOMATO,TO.npy
SINCE,S.npy
MICROSCOPE2,MICROSC.npy
GRAMMAR,GRA.npy
RIGHT3,RI.npy
DOWNLOAD,DOWN.npy
TEACH1,TE.npy
FINE2,F.npy
VOICE,V.npy
HOW1,.npy
WALK-TIGHTROPE-CL,WALK-TIGHTROP.npy
BABY2,B.npy
MYSELF,MY.npy
SLIDE2,SL.npy
BACK,.npy
PRETEND,PRE.npy
OFFEND,OF.npy
WASH2,W.npy
FOREVER1,FORE.npy
SELECT,SE.npy
SHOCKED,SHO.npy
WEIGH,W.npy
COOPERATE,COOPE.npy
LONGLINE,LONG.npy
SUSHI,S.npy
OFF,.npy
STORY2,ST.npy
GHOST,G.npy
ELEVEN,EL.npy
SLIPPER,SLI.npy
BRA3,.npy
UNCLE,U.npy
TEACH2,TE.npy
DEFLATE,DEF.npy
SKI,.npy
CLOSEEYES,CLOSE.npy
DECIDE2,DEC.npy
CLOUD4,CL.npy
CRAWL2,CR.npy
BULL,.npy
TENT,.npy
PEEL2,P.npy
DIG,.npy
PASSPORT,PASS.npy
DIVIDE,DI.npy
SHOVEL2,SHO.npy
VASE,.npy
APART,A.npy
HANG,.npy
WADE1,W.npy
KNIFE2,KN.npy
CRY3,.npy
PINEAPPLE2,PINEAP.npy
CHEW4,C.npy
WALRUS,WA.npy
BUBBLES,BUB.npy
CATCH2,CA.npy
BISON,B.npy
CANNOT,CA.npy
BLACKBIRD,BLACK.npy
PIZZACUTTER,PIZZACU.npy
NINE,.npy
SALTSHAKER,SALTSH.npy
PHYSICS,PHY.npy
ROCKINGCHAIR2,ROCKINGCH.npy
ZOO,.npy
GUIDE,G.npy
WORD,.npy
EASTER,EA.npy
LIPREAD,LIP.npy
HOLDACCOUNTABLE,HOLDACCOUNT.npy
SHAPE,S.npy
REGISTER,REGI.npy
GATE,.npy
PROPELLER,PROPE.npy
NEXT,.npy
BREAKFAST2,BREAKF.npy
BOLT,.npy
DEAF2,D.npy
DRAGON,DR.npy
MAGNET2,MAG.npy
MUST,.npy
SPORTS,SP.npy
JEALOUS,JEA.npy
SNEEZE2,SNE.npy
MEETING,MEE.npy
AWAY,.npy
KILL,.npy
NOTYET,NO.npy
HOW2,.npy
DRIP,.npy
ANTLERS,ANT.npy
MONSTER,MON.npy
HERE,.npy
FORGETFUL,FORGE.npy
SEEM,.npy
CHRISTMAS1,CHRIST.npy
BETTER,BE.npy
QUIT,.npy
BANK,.npy
INSPIRING,INSPI.npy
GETTHROUGH,GETTHR.npy
CRACK,C.npy
CREAM1,CR.npy
RISK,.npy
NIGHT2,NI.npy
BLOWMIND,BLOW.npy
CANCEL1,CAN.npy
PUSH,.npy
SWEATER3,SWEA.npy
GRADE,G.npy
RULE,.npy
BRING,B.npy
SANTA,S.npy
FIANCE,FI.npy
STRING,ST.npy
SIT,.npy
MARIONETTE,MARION.npy
GOTOJAIL,GOTO.npy
ESCAPE,ES.npy
EAST,.npy
BUS,.npy
PITCHER,PIT.npy
TIREDOF,TIR.npy
CHOPSTICKS,CHOPST.npy
AWAKE,A.npy
CLAP,.npy
BAT3,.npy
CARBATTERY,CARBAT.npy
SPOTSOMETHING,SPOTSOMET.npy
GETINFORMATIONOUTOF,GETINFORMATIONO.npy
EARLY,E.npy
BELIEVE2,BELI.npy
SLED2,S.npy
CLOSET2,CLO.npy
EFFECT,EF.npy
NOTUNDERSTAND,NOTUNDERS.npy
LOVE,.npy
FIT,.npy
INNOCENT,INNO.npy
DAUGHTER,DAUG.npy
SAFE,.npy
SOMETIMES,SOMET.npy
SUIT,.npy
BLESS,B.npy
WINDY,W.npy
CATCH3,CA.npy
FUN,.npy
MISS,.npy
GATECLOSE,GATEC.npy
HALLOWEEN1,HALLOW.npy
THRILLED,THRI.npy
STILL,S.npy
SHUTOUT,SHU.npy
DINNER1,DIN.npy
RESTLESS,REST.npy
SAVE,.npy
JOURNEY,JOU.npy
DISPATCH,DISP.npy
DEDICATE1,DEDIC.npy
PLATFORM,PLAT.npy
TO,.npy
CALCULATOR,CALCUL.npy
CROWN,C.npy
SYSTEM,SY.npy
INSTEAD,INS.npy
SHOOTING,SHOO.npy
LASTWEEK,LAST.npy
EDIT2,E.npy
RETRIEVE,RETR.npy
MAD,.npy
HAIRDRESSER,HAIRDRE.npy
COMMUTE,COM.npy
ILOVEYOU,ILOV.npy
BEND,.npy
AVERAGE,AVE.npy
IMPRESS,IMP.npy
VOLUNTEER,VOLUN.npy
OIL2,.npy
STAY,.npy
VANISH,VA.npy
RIVER2,RI.npy
LUCK,.npy
HUNDRED,HUN.npy
NOBIGDEAL,NOBIG.npy
NECK,.npy
CLOSEDOOR,CLOSE.npy
ALLOVERBODY,ALLOVER.npy
AXE1,.npy
HEAP,.npy
DONTCARE,DONT.npy
ACQUIRE,ACQ.npy
CULTURE,CUL.npy
SHAMEONYOU,SHAMEO.npy
NAKED,N.npy
BURP,.npy
TOPIC,T.npy
STORY3,ST.npy
MANAGE,MA.npy
PROFOUNDLYDEAF,PROFOUNDLY.npy
WHYNOT,WH.npy
READY,R.npy
CASUAL,CA.npy
AT,.npy
BABYSITTER,BABYSI.npy
WIND,.npy
LAW,.npy
SCRATCH,SCR.npy
PRIORITY,PRIO.npy
KITTEN,KI.npy
INTERVENE,INTER.npy
TAKENOTES,TAKEN.npy
DOG4,.npy
HOE,.npy
COMPLAIN,COMP.npy
WELCOME2,WELC.npy
TRUCK2,TR.npy
TWINS2,TW.npy
PERIOD,PE.npy
GOTHROUGH,GOTHR.npy
SITUATION,SITUA.npy
INSTAGRAM,INSTA.npy
ORGANIZATION,ORGANIZA.npy
MAGNIFY1,MAGN.npy
VEST,.npy
OPINION2,OPIN.npy
WALK2,W.npy
PERSUADE,PERS.npy
CONFIDENTIAL,CONFIDEN.npy
RETIRE,RE.npy
SKILL,S.npy
LEFT,.npy
SCREWDRIVER3,SCREWDRI.npy
SCULPT,SC.npy
FANTASY,FAN.npy
CLASH,C.npy
ENERGY,EN.npy
ANALYZE,ANA.npy
VALLEY,VA.npy
SQUAREIDIOT,SQUAREI.npy
FOND,.npy
VISITOR,VIS.npy
SOFA,.npy
HEAR2,H.npy
SKATEBOARDING2,SKATEBOARD.npy
GOINGTHROUGHAHARDTIME,GOINGTHROUGHAHARD.npy
POUR1,P.npy
YAWN2,Y.npy
DINNER2,DIN.npy
CANCER2,CAN.npy
WHITEPERSON,WHITEPE.npy
STAYAWAKE24HRS,STAYAWAKE2.npy
BAG2,.npy
NONSENSE,NONS.npy
NETWORK,NET.npy
DECORATE2,DECOR.npy
BITE1,B.npy
QUALITY,QUA.npy
SERVE2,SE.npy
SHOUT1,SH.npy
OPEN,.npy
TRADITION,TRADI.npy
COMMENT,COM.npy
CORN3,C.npy
DEAFSCHOOL,DEAFSC.npy
MIDDLE,MI.npy
INCH,.npy
KISSFIST,KISS.npy
SIDE,.npy
LICENSE,LIC.npy
DOCTOR2,DOC.npy
SKI-CA,SK.npy
SWEETHEART,SWEETH.npy
TEARRIP2,TEAR.npy
ALIGN,A.npy
MAGNET3,MAG.npy
PEG3,.npy
TEENAGER,TEEN.npy
PUMPKIN,PUM.npy
ATTITUDE,ATTI.npy
LAMP2,L.npy
STACK4,ST.npy
STRAWBERRY2,STRAWBE.npy
ADDICT,AD.npy
MODEL2,MO.npy
FOURTH,FO.npy
STING,S.npy
KANGAROO2,KANGA.npy
FROWN1,FR.npy
PISSEDOFF,PISSE.npy
POOP,.npy
WRISTWATCH2,WRISTWA.npy
RECENT1,REC.npy
FEEDBACK,FEED.npy
LOSEGAME,LOSE.npy
LOST,.npy
1DOLLAR,1DO.npy
PINEAPPLE3,PINEAP.npy
PUNISH,PU.npy
MINDTURNED,MINDTU.npy
ERASE3,ER.npy
GLASS3,GL.npy
LOAD2,L.npy
HARDOFHEARING,HARDOFHEA.npy
TRIP1,T.npy
REGULAR,REG.npy
WASHMACHINE,WASHMAC.npy
FEED1,F.npy
WINDMILL3,WINDM.npy
EITHER,EI.npy
BRAINSTORM,BRAINS.npy
LOCK3,L.npy
SOMERSAULT3,SOMERSA.npy
SHOUT2,SH.npy
INEPT,I.npy
WHOLE,W.npy
SUPERIOR,SUPE.npy
SAMESAME,SAME.npy
JUMP,.npy
FOOL,.npy
FLASHLIGHT4,FLASHLI.npy
POP4,.npy
FAST,.npy
BED2,.npy
JEWISH,JE.npy
IMAGINE2,IMAG.npy
CURTSEY1,CURT.npy
HAIRDRYER2,HAIRDR.npy
PICK,.npy
MAGNIFY2,MAGN.npy
SCOOP,S.npy
CHRISTMAS2,CHRIST.npy
UNDERGRADUATE,UNDERGRAD.npy
STAMP3,ST.npy
HONOR,H.npy
ASSEMBLY,ASSE.npy
STOP,.npy
STRAWBERRY3,STRAWBE.npy
SNOWBOARD,SNOWB.npy
TIEUP2,TI.npy
PARACHUTE3,PARACH.npy
BARK1,B.npy
GUN3,.npy
TAIL2,T.npy
THINKCHIN,THINK.npy
MONEY2,MO.npy
